DateKey,OrderNumber,ProductKey,CustomerKey,LocationKey,SalespersonKey,Quantity,UnitPrice,DiscountPct,Revenue,COGS,GrossProfit
20240103,100038,70,25,2,5,5,849.71,0.05,4248.54,2290.75,1957.79
20240103,100039,56,114,1,2,1,497.59,0.0,497.59,340.68,156.91
20240103,100039,71,114,1,2,1,694.13,0.03,694.13,370.18,323.95
20240103,100039,76,114,1,2,3,714.52,0.0,2143.56,1312.71,830.85
20240103,100040,59,248,6,16,1,137.17,0.08,137.17,103.42,33.75
20240103,100040,69,248,6,16,2,628.33,0.03,1256.65,794.28,462.37
20240103,100041,34,92,4,10,8,688.78,0.0,5510.24,3172.56,2337.68
20240103,100042,36,162,3,9,1,207.8,0.15,207.8,137.18,70.62
20240103,100042,44,162,3,9,1,92.31,0.03,92.31,62.31,30.0
20240103,100043,24,40,1,2,1,486.93,0.03,486.93,253.78,233.15
20240103,100044,69,96,2,4,4,595.94,0.08,2383.76,1588.56,795.2
20240103,100045,78,64,4,11,2,520.4,0.03,1040.79,729.94,310.85
20240103,100045,1,64,4,11,2,311.67,0.15,623.34,412.54,210.8
20240103,100045,70,64,4,11,1,804.99,0.1,804.99,458.15,346.84
20240103,100046,82,278,5,14,6,882.45,0.0,5294.7,2842.26,2452.44
20240103,100046,72,278,5,14,2,693.03,0.0,1386.06,733.04,653.02
20240103,100047,25,276,5,14,6,685.03,0.15,4110.19,2910.18,1200.01
20240103,100048,8,218,6,17,1,534.88,0.1,534.88,309.68,225.2
20240103,100048,98,218,6,17,5,501.48,0.0,2507.4,1604.9,902.5
20240103,100048,57,218,6,17,3,886.88,0.03,2660.64,1369.35,1291.29
20240104,100049,33,188,4,10,1,858.75,0.03,858.75,585.42,273.33
20240104,100049,2,188,4,10,2,668.86,0.05,1337.71,857.12,480.59
20240104,100050,36,239,4,12,1,237.14,0.03,237.14,137.18,99.96
20240104,100051,61,25,1,1,4,801.52,0.1,3206.09,1884.56,1321.53
20240104,100051,33,25,1,1,5,885.31,0.0,4426.55,2927.1,1499.45
20240104,100052,36,5,4,11,1,232.25,0.05,232.25,137.18,95.07
20240104,100053,25,60,5,15,10,781.74,0.03,7817.42,4850.3,2967.12
20240104,100053,87,60,5,15,3,704.78,0.1,2114.34,1387.2,727.14
20240104,100053,47,60,5,15,10,736.54,0.05,7365.35,5314.2,2051.15
20240104,100054,22,111,5,14,2,141.51,0.0,283.02,165.38,117.64
20240104,100055,48,286,1,3,1,570.1,0.1,570.1,386.24,183.86
20240104,100055,46,286,1,3,2,206.97,0.0,413.94,244.66,169.28
20240104,100056,70,172,3,9,4,894.43,0.0,3577.72,1832.6,1745.12
20240104,100057,10,25,1,2,5,663.0,0.0,3315.0,2261.75,1053.25
20240104,100058,46,134,3,8,4,206.97,0.0,827.88,489.32,338.56
20240104,100059,43,256,5,15,5,351.98,0.15,1759.93,1423.1,336.83
20240104,100059,1,256,5,15,3,366.67,0.0,1100.01,618.81,481.2
20240104,100059,75,256,5,15,4,326.36,0.05,1305.45,702.72,602.73
20240104,100060,26,104,4,10,3,368.85,0.03,1106.56,591.81,514.75
20240104,100060,54,104,4,10,6,180.87,0.0,1085.22,598.14,487.08
20240104,100060,77,104,4,10,3,134.72,0.05,404.16,300.69,103.47
20240104,100061,77,157,2,5,1,141.81,0.0,141.81,100.23,41.58
20240104,100062,69,16,3,7,2,582.98,0.1,1165.97,794.28,371.69
20240105,100063,33,127,5,14,1,858.75,0.03,858.75,585.42,273.33
20240105,100064,24,134,4,12,1,461.83,0.08,461.83,253.78,208.05
20240105,100064,56,134,4,12,5,482.66,0.03,2413.31,1703.4,709.91
20240105,100065,97,106,1,2,10,546.36,0.1,5463.63,3880.5,1583.13
20240105,100065,35,106,1,2,3,416.74,0.05,1250.21,795.15,455.06
20240105,100066,48,42,2,4,1,614.45,0.03,614.45,386.24,228.21
20240105,100066,83,42,2,4,3,842.09,0.0,2526.27,1227.63,1298.64
20240105,100067,91,256,4,10,1,894.71,0.0,894.71,454.23,440.48
20240105,100067,6,256,4,10,8,385.91,0.0,3087.28,1817.84,1269.44
20240105,100067,19,256,4,10,10,378.44,0.03,3784.36,2430.6,1353.76
20240105,100067,14,256,4,10,1,153.01,0.1,153.01,87.3,65.71
20240105,100068,16,128,3,8,6,358.34,0.03,2150.02,1594.44,555.58
20240105,100069,3,196,4,10,2,542.36,0.0,1084.72,736.58,348.14
20240105,100069,43,196,4,10,6,401.68,0.03,2410.06,1707.72,702.34
20240105,100070,19,198,3,8,1,378.44,0.03,378.44,243.06,135.38
20240105,100070,42,198,3,8,2,113.26,0.1,226.51,160.6,65.91
20240105,100071,96,226,1,1,3,371.44,0.0,1114.32,553.59,560.73
20240105,100072,86,69,1,2,3,833.67,0.0,2501.01,1715.85,785.16
20240105,100072,77,69,1,2,3,141.81,0.0,425.43,300.69,124.74
20240105,100072,18,69,1,2,2,580.43,0.05,1160.86,818.82,342.04
20240105,100073,53,66,2,4,2,640.2,0.05,1280.41,883.24,397.17
20240105,100074,61,49,1,3,6,863.86,0.03,5183.18,2826.84,2356.34
20240105,100075,45,162,5,15,1,192.92,0.1,192.92,130.47,62.44
20240105,100075,38,162,5,15,2,211.09,0.15,422.18,346.34,75.84
20240106,100076,56,269,1,2,1,422.95,0.15,422.95,340.68,82.27
20240106,100076,57,269,1,2,1,914.31,0.0,914.31,456.45,457.86
20240106,100076,96,269,1,2,1,352.87,0.05,352.87,184.53,168.34
20240106,100077,59,101,6,18,2,144.63,0.03,289.25,206.84,82.41
20240106,100077,49,101,6,18,3,882.99,0.0,2648.97,1811.07,837.9
20240106,100077,6,101,6,18,5,374.33,0.03,1871.66,1136.15,735.51
20240106,100078,82,202,2,5,2,750.08,0.15,1500.16,947.42,552.74
20240106,100078,69,202,2,5,5,647.76,0.0,3238.8,1985.7,1253.1
20240106,100078,74,202,2,5,5,617.2,0.0,3086.0,2095.5,990.5
20240106,100079,47,191,1,2,1,752.04,0.03,752.04,531.42,220.62
20240106,100079,16,191,1,2,2,369.42,0.0,738.84,531.48,207.36
20240106,100080,52,92,5,15,3,883.13,0.0,2649.39,1770.93,878.46
20240106,100080,66,92,5,15,3,799.51,0.05,2398.53,1744.68,653.85
20240106,100080,16,92,5,15,1,358.34,0.03,358.34,265.74,92.6
20240106,100081,95,273,4,12,8,250.06,0.08,2000.45,1413.6,586.85
20240106,100081,55,273,4,12,3,612.56,0.15,1837.68,1067.4,770.28
20240106,100081,47,273,4,12,2,697.77,0.1,1395.54,1062.84,332.7
20240106,100082,50,52,3,7,3,457.83,0.05,1373.5,768.15,605.35
20240106,100082,51,52,3,7,1,189.82,0.0,189.82,91.21,98.61
20240106,100083,22,180,3,8,5,120.28,0.15,601.42,413.45,187.97
20240106,100084,9,153,2,5,2,169.83,0.1,339.66,215.52,124.14
20240107,100085,58,88,5,13,1,523.33,0.1,523.33,373.34,149.99
20240107,100086,11,192,3,7,1,669.66,0.15,669.66,530.38,139.28
20240107,100087,67,139,1,1,1,183.55,0.0,183.55,124.83,58.72
20240107,100087,97,139,1,1,2,558.5,0.08,1117.01,776.1,340.91
20240107,100088,50,297,2,5,8,481.93,0.0,3855.44,2048.4,1807.04
20240107,100088,62,297,2,5,4,218.62,0.15,874.48,591.56,282.92
20240107,100089,69,224,5,13,6,595.94,0.08,3575.64,2382.84,1192.8
20240107,100089,81,224,5,13,2,361.85,0.0,723.7,444.62,279.08
20240107,100089,26,224,5,13,4,361.25,0.05,1444.99,789.08,655.91
20240107,100090,78,128,1,3,1,536.49,0.0,536.49,364.97,171.52
20240107,100090,95,128,1,3,3,258.21,0.05,774.63,530.1,244.53
20240107,100090,3,128,1,3,3,461.01,0.15,1383.02,1104.87,278.15
20240107,100091,5,119,5,13,1,669.14,0.1,669.14,532.68,136.46
20240107,100092,77,182,1,2,2,141.81,0.0,283.62,200.46,83.16
20240107,100092,80,182,1,2,10,815.12,0.05,8151.19,4551.1,3600.09
20240107,100093,8,60,1,2,1,564.59,0.05,564.59,309.68,254.91
20240107,100093,68,60,1,2,4,548.9,0.08,2195.6,1710.96,484.64
20240107,100094,8,113,4,11,1,564.59,0.05,564.59,309.68,254.91
20240107,100095,99,260,1,1,6,573.29,0.15,3439.75,2480.88,958.87
20240107,100095,98,260,1,1,2,476.41,0.05,952.81,641.96,310.85
20240107,100096,63,197,6,16,3,419.58,0.08,1258.75,961.8,296.95
20240107,100096,58,197,6,16,8,534.96,0.08,4279.69,2986.72,1292.97
20240107,100096,85,197,6,16,4,274.31,0.03,1097.23,756.72,340.51
20240107,100097,46,283,1,1,5,190.41,0.08,952.06,611.65,340.41
20240107,100097,11,283,1,1,4,764.2,0.03,3056.82,2121.52,935.3
20240108,100098,52,69,4,10,5,883.13,0.0,4415.65,2951.55,1464.1
20240108,100098,64,69,4,10,10,443.33,0.03,4433.29,3289.0,1144.29
20240108,100099,64,245,3,9,1,434.19,0.05,434.19,328.9,105.29
20240108,100099,11,245,3,9,6,787.84,0.0,4727.04,3182.28,1544.76
20240108,100099,26,245,3,9,2,361.25,0.05,722.49,394.54,327.95
20240108,100100,73,56,3,7,2,424.93,0.15,849.86,540.18,309.68
20240108,100101,34,241,3,8,2,688.78,0.0,1377.56,793.14,584.42
20240108,100101,92,241,3,8,2,511.51,0.1,1023.01,813.92,209.09
20240108,100102,72,158,6,18,8,693.03,0.0,5544.24,2932.16,2612.08
20240108,100103,19,95,5,13,1,390.14,0.0,390.14,243.06,147.08
20240108,100104,47,85,3,8,6,752.04,0.03,4512.25,3188.52,1323.73
20240108,100105,52,218,2,5,1,883.13,0.0,883.13,590.31,292.82
20240108,100106,81,176,4,10,4,325.67,0.1,1302.66,889.24,413.42
20240108,100107,2,74,1,1,1,668.86,0.05,668.86,428.56,240.3
20240108,100107,60,74,1,1,1,543.28,0.1,543.28,350.48,192.8
20240108,100108,21,228,6,17,4,660.36,0.0,2641.44,1608.28,1033.16
20240108,100109,1,125,4,11,1,348.34,0.05,348.34,206.27,142.07
20240108,100109,17,125,4,11,1,122.73,0.0,122.73,60.3,62.43
20240108,100109,3,125,4,11,1,542.36,0.0,542.36,368.29,174.07
20240108,100110,84,100,5,13,2,751.97,0.0,1503.94,870.5,633.44
20240108,100111,24,281,4,11,8,486.93,0.03,3895.44,2030.24,1865.2
20240108,100112,68,287,2,4,1,596.63,0.0,596.63,427.74,168.89
20240108,100112,95,287,2,4,10,258.21,0.05,2582.1,1767.0,815.1
20240108,100113,26,111,4,11,8,380.26,0.0,3042.08,1578.16,1463.92
20240108,100113,49,111,4,11,4,882.99,0.0,3531.96,2414.76,1117.2
20240108,100114,53,203,6,18,3,673.9,0.0,2021.7,1324.86,696.84
20240108,100115,55,280,3,9,1,684.63,0.05,684.63,355.8,328.83
20240108,100115,88,280,3,9,2,230.72,0.05,461.43,310.08,151.35
20240108,100116,11,224,5,14,2,787.84,0.0,1575.68,1060.76,514.92
20240109,100117,75,108,6,18,1,292.01,0.15,292.01,175.68,116.33
20240109,100118,2,260,5,15,1,704.06,0.0,704.06,428.56,275.5
20240109,100119,23,16,2,4,4,817.17,0.1,3268.69,2506.76,761.93
20240109,100120,62,104,1,2,10,236.62,0.08,2366.24,1478.9,887.34
20240109,100120,84,104,1,2,2,676.77,0.1,1353.55,870.5,483.05
20240109,100120,93,104,1,2,2,524.59,0.1,1049.18,656.28,392.9
20240109,100121,12,57,5,15,1,95.22,0.05,95.22,70.08,25.14
20240109,100121,64,57,5,15,4,434.19,0.05,1736.75,1315.6,421.15
20240109,100122,6,294,6,16,1,385.91,0.0,385.91,227.23,158.68
20240109,100123,98,297,6,17,3,476.41,0.05,1429.22,962.94,466.28
20240109,100124,85,117,6,17,1,282.79,0.0,282.79,189.18,93.61
20240109,100124,37,117,6,17,1,529.44,0.08,529.44,277.22,252.22
20240109,100124,43,117,6,17,2,380.97,0.08,761.94,569.24,192.7
20240109,100125,21,80,5,14,1,627.34,0.05,627.34,402.07,225.27
20240109,100125,10,80,5,14,1,663.0,0.0,663.0,452.35,210.65
20240109,100126,70,215,2,4,4,822.88,0.08,3291.5,1832.6,1458.9
20240109,100126,20,215,2,4,1,849.79,0.08,849.79,634.19,215.6
20240109,100127,68,77,4,10,10,507.14,0.15,5071.35,4277.4,793.96
20240109,100127,83,77,4,10,1,816.83,0.03,816.83,409.21,407.62
20240109,100128,20,162,1,3,4,831.31,0.1,3325.25,2536.76,788.49
20240109,100128,74,162,1,3,8,567.82,0.08,4542.59,3352.8,1189.79
20240109,100128,72,162,1,3,2,658.38,0.05,1316.76,733.04,583.72
20240109,100129,12,109,1,2,1,90.21,0.1,90.21,70.08,20.13
20240109,100130,26,239,5,15,1,361.25,0.05,361.25,197.27,163.98
20240109,100130,73,239,5,15,4,499.92,0.0,1999.68,1080.36,919.32
20240109,100130,76,239,5,15,2,657.36,0.08,1314.72,875.14,439.58
20240109,100131,48,275,6,18,2,614.45,0.03,1228.89,772.48,456.41
20240109,100132,67,133,3,7,1,178.04,0.03,178.04,124.83,53.21
20240109,100132,61,133,3,7,3,890.58,0.0,2671.74,1413.42,1258.32
20240109,100133,90,168,2,5,1,623.75,0.0,623.75,359.23,264.52
20240109,100133,54,168,2,5,2,166.4,0.08,332.8,199.38,133.42
20240110,100134,23,173,2,6,8,862.57,0.05,6900.57,5013.52,1887.05
20240110,100134,62,173,2,6,1,257.2,0.0,257.2,147.89,109.31
20240110,100134,22,173,2,6,5,141.51,0.0,707.55,413.45,294.1
20240110,100134,48,173,2,6,4,582.77,0.08,2331.1,1544.96,786.14
20240110,100135,41,9,2,4,8,235.02,0.1,1880.14,1239.84,640.3
20240110,100135,63,9,2,4,1,419.58,0.08,419.58,320.6,98.98
20240110,100136,69,186,4,12,1,647.76,0.0,647.76,397.14,250.62
20240110,100137,33,240,5,15,2,841.04,0.05,1682.09,1170.84,511.25
20240110,100138,55,104,1,1,4,720.66,0.0,2882.64,1423.2,1459.44
20240110,100138,35,104,1,1,2,425.51,0.03,851.02,530.1,320.92
20240110,100139,30,137,1,2,1,649.56,0.08,649.56,477.17,172.39
20240110,100139,33,137,1,2,6,858.75,0.03,5152.5,3512.52,1639.98
20240110,100140,53,241,3,7,4,673.9,0.0,2695.6,1766.48,929.12
20240110,100140,86,241,3,7,2,708.62,0.15,1417.24,1143.9,273.34
20240110,100141,60,250,2,5,1,603.64,0.0,603.64,350.48,253.16
20240110,100141,17,250,2,5,1,116.59,0.05,116.59,60.3,56.29
20240110,100141,41,250,2,5,5,221.96,0.15,1109.8,774.9,334.9
20240110,100142,74,5,3,7,4,555.48,0.1,2221.92,1676.4,545.52
20240110,100143,13,290,3,7,3,214.81,0.08,644.43,420.15,224.28
20240110,100144,2,198,6,18,5,704.06,0.0,3520.3,2142.8,1377.5
20240110,100144,68,198,6,18,1,507.14,0.15,507.14,427.74,79.4
20240110,100144,99,198,6,18,1,607.01,0.1,607.01,413.48,193.53
20240110,100145,58,50,1,3,5,494.26,0.15,2471.29,1866.7,604.59
20240110,100146,41,247,2,5,1,248.07,0.05,248.07,154.98,93.09
20240110,100147,38,190,1,1,6,240.89,0.03,1445.34,1039.02,406.32
20240110,100148,68,161,1,2,4,536.97,0.1,2147.87,1710.96,436.91
20240110,100148,75,161,1,2,1,343.54,0.0,343.54,175.68,167.86
20240110,100149,5,69,6,18,3,743.49,0.0,2230.47,1598.04,632.43
20240110,100149,59,69,6,18,1,134.19,0.1,134.19,103.42,30.77
20240110,100150,89,81,4,12,1,270.05,0.08,270.05,145.78,124.27
20240110,100150,6,81,4,12,1,385.91,0.0,385.91,227.23,158.68
20240110,100150,54,81,4,12,4,180.87,0.0,723.48,398.76,324.72
20240110,100150,32,81,4,12,2,272.76,0.03,545.53,387.72,157.81
20240110,100151,78,116,3,7,4,536.49,0.0,2145.96,1459.88,686.08
20240110,100151,100,116,3,7,1,645.09,0.0,645.09,368.34,276.75
20240110,100152,19,255,6,18,1,390.14,0.0,390.14,243.06,147.08
20240110,100153,70,9,1,3,6,849.71,0.05,5098.25,2748.9,2349.35
20240110,100154,47,66,6,18,3,775.3,0.0,2325.9,1594.26,731.64
20240110,100155,53,37,5,15,1,653.68,0.03,653.68,441.62,212.06
20240110,100155,4,37,5,15,1,565.39,0.0,565.39,366.99,198.4
20240110,100155,16,37,5,15,1,358.34,0.03,358.34,265.74,92.6
20240110,100156,82,292,4,11,2,855.98,0.03,1711.95,947.42,764.53
20240110,100156,11,292,4,11,3,709.06,0.1,2127.17,1591.14,536.03
20240110,100156,78,292,4,11,3,482.84,0.1,1448.52,1094.91,353.61
20240111,100157,24,275,3,9,10,476.89,0.05,4768.9,2537.8,2231.1
20240111,100157,32,275,3,9,1,272.76,0.03,272.76,193.86,78.9
20240111,100157,82,275,3,9,5,855.98,0.03,4279.88,2368.55,1911.33
20240111,100158,99,278,1,2,2,640.74,0.05,1281.47,826.96,454.51
20240111,100158,11,278,1,2,2,709.06,0.1,1418.11,1060.76,357.35
20240111,100158,78,278,1,2,1,493.57,0.08,493.57,364.97,128.6
20240111,100159,30,242,1,1,3,706.04,0.0,2118.12,1431.51,686.61
20240111,100159,23,242,1,1,4,771.77,0.15,3087.1,2506.76,580.34
20240111,100160,10,266,1,1,1,643.11,0.03,643.11,452.35,190.76
20240111,100161,58,249,3,7,2,581.48,0.0,1162.96,746.68,416.28
20240111,100162,6,171,5,13,1,366.61,0.05,366.61,227.23,139.38
20240111,100163,37,167,5,15,3,575.48,0.0,1726.44,831.66,894.78
20240111,100163,23,167,5,15,1,880.73,0.03,880.73,626.69,254.04
20240111,100164,66,197,2,4,3,757.43,0.1,2272.29,1744.68,527.61
20240111,100164,61,197,2,4,1,863.86,0.03,863.86,471.14,392.72
20240111,100165,40,114,5,13,3,514.78,0.03,1544.34,1040.61,503.73
20240111,100166,93,127,1,2,1,565.39,0.03,565.39,328.14,237.25
20240111,100167,80,111,5,13,10,832.28,0.03,8322.79,4551.1,3771.69
20240111,100167,44,111,5,13,1,85.64,0.1,85.64,62.31,23.33
20240111,100167,26,111,5,13,1,342.23,0.1,342.23,197.27,144.96
20240111,100167,78,111,5,13,1,509.67,0.05,509.67,364.97,144.7
20240111,100168,25,67,1,1,3,781.74,0.03,2345.23,1455.09,890.14
20240111,100168,89,67,1,1,1,264.18,0.1,264.18,145.78,118.4
20240111,100169,43,21,3,9,3,372.69,0.1,1118.07,853.86,264.21
20240111,100169,8,21,3,9,1,534.88,0.1,534.88,309.68,225.2
20240111,100170,1,41,4,10,1,330.0,0.1,330.0,206.27,123.73
20240111,100170,47,41,4,10,1,752.04,0.03,752.04,531.42,220.62
20240111,100171,82,148,3,7,6,882.45,0.0,5294.7,2842.26,2452.44
20240111,100171,20,148,3,7,1,895.97,0.03,895.97,634.19,261.78
20240111,100172,90,212,3,8,2,530.19,0.15,1060.38,718.46,341.92
20240111,100173,37,190,2,5,2,546.71,0.05,1093.41,554.44,538.97
20240111,100174,79,91,3,9,2,396.62,0.08,793.24,422.52,370.72
20240111,100174,9,91,3,9,10,183.04,0.03,1830.39,1077.6,752.79
20240112,100175,17,23,1,3,1,122.73,0.0,122.73,60.3,62.43
20240112,100175,23,23,1,3,5,907.97,0.0,4539.85,3133.45,1406.4
20240112,100175,55,23,1,3,3,663.01,0.08,1989.02,1067.4,921.62
20240112,100176,54,8,3,9,4,180.87,0.0,723.48,398.76,324.72
20240112,100176,12,8,3,9,2,85.2,0.15,170.39,140.16,30.23
20240112,100177,66,98,4,12,2,799.51,0.05,1599.02,1163.12,435.9
20240112,100178,21,227,2,6,3,607.53,0.08,1822.59,1206.21,616.38
20240112,100179,60,190,1,1,2,603.64,0.0,1207.28,700.96,506.32
20240112,100179,55,190,1,1,1,720.66,0.0,720.66,355.8,364.86
20240112,100180,55,100,4,12,8,720.66,0.0,5765.28,2846.4,2918.88
20240112,100181,66,182,1,3,1,841.59,0.0,841.59,581.56,260.03
20240112,100181,26,182,1,3,1,342.23,0.1,342.23,197.27,144.96
20240112,100182,52,282,5,14,1,750.66,0.15,750.66,590.31,160.35
20240112,100183,28,147,1,1,1,772.47,0.08,772.47,570.62,201.85
20240112,100184,94,257,1,3,1,591.65,0.0,591.65,356.61,235.04
20240112,100184,97,257,1,3,5,558.5,0.08,2792.52,1940.25,852.27
20240112,100184,22,257,1,3,2,120.28,0.15,240.57,165.38,75.19
20240112,100185,84,120,6,18,2,751.97,0.0,1503.94,870.5,633.44
20240112,100186,13,232,5,13,3,226.49,0.03,679.46,420.15,259.31
20240112,100186,69,232,5,13,10,628.33,0.03,6283.27,3971.4,2311.87
20240112,100186,39,232,5,13,5,431.7,0.15,2158.49,1388.65,769.84
20240112,100186,55,232,5,13,6,720.66,0.0,4323.96,2134.8,2189.16
20240112,100187,49,116,3,8,6,750.54,0.15,4503.25,3622.14,881.11
20240112,100188,100,158,6,16,2,625.74,0.03,1251.47,736.68,514.79
20240112,100189,95,239,5,13,8,258.21,0.05,2065.68,1413.6,652.08
20240112,100190,49,132,5,14,1,856.5,0.03,856.5,603.69,252.81
20240113,100191,24,3,5,14,5,486.93,0.03,2434.65,1268.9,1165.75
20240113,100192,56,216,5,13,8,472.71,0.05,3781.68,2725.44,1056.24
20240113,100192,76,216,5,13,3,693.08,0.03,2079.25,1312.71,766.54
20240113,100193,61,46,4,10,1,863.86,0.03,863.86,471.14,392.72
20240113,100193,95,46,4,10,3,271.8,0.0,815.4,530.1,285.3
20240113,100194,64,33,5,13,8,420.48,0.08,3363.81,2631.2,732.61
20240113,100194,77,33,5,13,1,141.81,0.0,141.81,100.23,41.58
20240113,100195,43,184,6,18,1,393.4,0.05,393.4,284.62,108.77
20240113,100196,49,31,3,8,1,812.35,0.08,812.35,603.69,208.66
20240113,100197,68,249,3,9,3,596.63,0.0,1789.89,1283.22,506.67
