YearMonthKey,MonthStart,ProductKey,LocationKey,UnitsOnHand,ReorderPoint,SafetyStock,InventoryValue
202401,2024-01-01,23,2,68,30,12,42614.92
202401,2024-01-01,24,2,51,35,15,12942.78
202401,2024-01-01,25,2,86,25,10,41712.58
202401,2024-01-01,26,2,63,30,15,12428.01
202401,2024-01-01,27,2,45,25,12,15723.9
202401,2024-01-01,28,2,66,35,18,37660.92
202401,2024-01-01,29,2,55,30,10,3522.2
202401,2024-01-01,30,2,33,35,10,15746.61
202401,2024-01-01,31,2,25,25,12,2329.25
202401,2024-01-01,32,2,42,35,15,8142.12
202401,2024-01-01,33,2,62,25,10,36296.04
202401,2024-01-01,34,2,36,30,18,14276.52
202401,2024-01-01,35,2,49,25,18,12987.45
202401,2024-01-01,36,2,49,30,15,6721.82
202401,2024-01-01,37,2,0,30,10,0.0
202401,2024-01-01,38,2,74,30,15,12814.58
202401,2024-01-01,39,2,34,25,10,9442.82
202401,2024-01-01,40,2,72,20,18,24974.64
202401,2024-01-01,41,2,80,30,12,12398.4
202401,2024-01-01,42,2,76,35,15,6102.8
202401,2024-01-01,43,2,82,20,15,23338.84
202401,2024-01-01,44,2,68,30,12,4237.08
202401,2024-01-01,45,2,70,25,12,9132.9
202401,2024-01-01,46,2,63,35,12,7706.79
202401,2024-01-01,47,2,70,35,15,37199.4
202401,2024-01-01,48,2,48,35,18,18539.52
202401,2024-01-01,49,2,76,25,12,45880.44
202401,2024-01-01,50,2,55,20,18,14082.75
202401,2024-01-01,51,2,65,30,10,5928.65
202401,2024-01-01,52,2,67,20,10,39550.77
202401,2024-01-01,53,2,90,25,12,39745.8
202401,2024-01-01,54,2,85,25,15,8473.65
202401,2024-01-01,55,2,66,35,10,23482.8
202401,2024-01-01,56,2,52,25,18,17715.36
202401,2024-01-01,57,2,85,20,18,38798.25
202401,2024-01-01,58,2,72,20,18,26880.48
202401,2024-01-01,59,2,80,25,18,8273.6
202401,2024-01-01,60,2,79,35,10,27687.92
202401,2024-01-01,61,2,71,35,15,33450.94
202401,2024-01-01,62,2,83,20,18,12274.87
202401,2024-01-01,63,2,91,30,10,29174.6
202401,2024-01-01,64,2,46,25,10,15129.4
202401,2024-01-01,65,2,88,20,18,28010.4
202401,2024-01-01,66,2,74,30,10,43035.44
202401,2024-01-01,67,2,64,20,10,7989.12
202401,2024-01-01,68,2,40,35,10,17109.6
202401,2024-01-01,69,2,63,30,18,25019.82
202401,2024-01-01,70,2,96,25,12,43982.4
202401,2024-01-01,71,2,75,35,15,27763.5
202401,2024-01-01,72,2,111,35,18,40683.72
202401,2024-01-01,73,2,121,35,18,32680.89
202401,2024-01-01,74,2,79,20,12,33108.9
202401,2024-01-01,75,2,84,30,10,14757.12
202401,2024-01-01,76,2,86,25,18,37631.02
202401,2024-01-01,77,2,109,25,12,10925.07
202401,2024-01-01,78,2,88,20,10,32117.36
202401,2024-01-01,79,2,33,30,18,6971.58
202401,2024-01-01,80,2,85,35,18,38684.35
202401,2024-01-01,81,2,117,25,12,26010.27
202401,2024-01-01,82,2,25,35,15,11842.75
202401,2024-01-01,83,2,66,25,15,27007.86
202401,2024-01-01,84,2,101,25,10,43960.25
202401,2024-01-01,85,2,98,20,18,18539.64
202401,2024-01-01,86,2,84,20,12,48043.8
202401,2024-01-01,87,2,96,25,10,44390.4
202401,2024-01-01,88,2,76,20,10,11783.04
202401,2024-01-01,89,2,90,35,10,13120.2
202401,2024-01-01,90,2,72,25,10,25864.56
202401,2024-01-01,91,2,64,35,18,29070.72
202401,2024-01-01,92,2,99,25,12,40289.04
202401,2024-01-01,93,2,76,20,12,24938.64
202401,2024-01-01,94,2,49,30,12,17473.89
202401,2024-01-01,95,2,72,30,15,12722.4
202401,2024-01-01,96,2,72,25,15,13286.16
202401,2024-01-01,97,2,84,25,12,32596.2
202401,2024-01-01,98,2,64,35,15,20542.72
202401,2024-01-01,99,2,105,30,10,43415.4
202401,2024-01-01,100,2,75,25,18,27625.5
202401,2024-01-01,1,3,43,35,10,8869.61
202401,2024-01-01,2,3,59,30,18,25285.04
202401,2024-01-01,3,3,44,30,18,16204.76
202401,2024-01-01,4,3,60,35,12,22019.4
202401,2024-01-01,5,3,40,30,18,21307.2
202401,2024-01-01,6,3,72,25,18,16360.56
202401,2024-01-01,7,3,42,25,12,8393.28
202401,2024-01-01,8,3,49,30,12,15174.32
202401,2024-01-01,9,3,48,35,10,5172.48
202401,2024-01-01,10,3,61,35,18,27593.35
202401,2024-01-01,11,3,58,25,18,30762.04
202401,2024-01-01,12,3,51,25,15,3574.08
202401,2024-01-01,13,3,47,25,15,6582.35
202401,2024-01-01,14,3,36,20,18,3142.8
202401,2024-01-01,15,3,22,30,10,9229.22
202401,2024-01-01,16,3,82,25,10,21790.68
202401,2024-01-01,17,3,36,30,18,2170.8
202401,2024-01-01,18,3,17,20,10,6959.97
202401,2024-01-01,19,3,82,25,12,19930.92
202401,2024-01-01,20,3,40,35,12,25367.6
202401,2024-01-01,21,3,56,30,15,22515.92
202401,2024-01-01,22,3,59,20,12,4878.71
202401,2024-01-01,23,3,48,25,10,30081.12
202401,2024-01-01,24,3,24,35,12,6090.72
202401,2024-01-01,25,3,57,25,18,27646.71
202401,2024-01-01,26,3,43,25,15,8482.61
202401,2024-01-01,27,3,21,30,18,7337.82
202401,2024-01-01,28,3,43,35,15,24536.66
202401,2024-01-01,29,3,42,30,15,2689.68
202401,2024-01-01,30,3,95,30,18,45331.15
202401,2024-01-01,31,3,34,35,10,3167.78
202401,2024-01-01,32,3,45,35,15,8723.7
202401,2024-01-01,33,3,38,25,15,22245.96
202401,2024-01-01,34,3,55,30,18,21811.35
202401,2024-01-01,35,3,35,20,12,9276.75
202401,2024-01-01,36,3,61,25,10,8367.98
202401,2024-01-01,37,3,41,30,18,11366.02
202401,2024-01-01,38,3,57,30,12,9870.69
202401,2024-01-01,39,3,62,25,15,17219.26
202401,2024-01-01,40,3,41,25,18,14221.67
202401,2024-01-01,41,3,76,25,18,11778.48
202401,2024-01-01,42,3,56,30,15,4496.8
202401,2024-01-01,43,3,60,35,18,17077.2
202401,2024-01-01,44,3,69,35,12,4299.39
202401,2024-01-01,45,3,89,30,12,11611.83
202401,2024-01-01,46,3,55,25,18,6728.15
202401,2024-01-01,47,3,95,25,10,50484.9
202401,2024-01-01,48,3,88,20,10,33989.12
202401,2024-01-01,49,3,78,20,10,47087.82
202401,2024-01-01,50,3,77,35,12,19715.85
202401,2024-01-01,51,3,88,25,10,8026.48
202401,2024-01-01,52,3,41,25,10,24202.71
202401,2024-01-01,53,3,77,25,18,34004.74
202401,2024-01-01,54,3,43,30,10,4286.67
202401,2024-01-01,55,3,67,35,18,23838.6
202401,2024-01-01,56,3,77,20,10,26232.36
202401,2024-01-01,57,3,88,35,10,40167.6
202401,2024-01-01,58,3,93,20,15,34720.62
202401,2024-01-01,59,3,83,30,10,8583.86
202401,2024-01-01,60,3,73,35,12,25585.04
202401,2024-01-01,61,3,64,20,10,30152.96
202401,2024-01-01,62,3,80,25,12,11831.2
202401,2024-01-01,63,3,57,25,15,18274.2
202401,2024-01-01,64,3,86,30,15,28285.4
202401,2024-01-01,65,3,69,35,10,21962.7
202401,2024-01-01,66,3,57,30,18,33148.92
202401,2024-01-01,67,3,72,35,12,8987.76
202401,2024-01-01,68,3,57,25,15,24381.18
202401,2024-01-01,69,3,80,20,10,31771.2
202401,2024-01-01,70,3,79,20,18,36193.85
202401,2024-01-01,71,3,93,35,18,34426.74
202401,2024-01-01,72,3,64,35,10,23457.28
202401,2024-01-01,73,3,69,20,12,18636.21
202401,2024-01-01,74,3,61,20,18,25565.1
202401,2024-01-01,75,3,50,35,15,8784.0
202401,2024-01-01,76,3,75,20,10,32817.75
202401,2024-01-01,77,3,59,25,12,5913.57
202401,2024-01-01,78,3,82,35,15,29927.54
202401,2024-01-01,79,3,94,20,10,19858.44
202401,2024-01-01,80,3,82,30,10,37319.02
202401,2024-01-01,81,3,89,25,15,19785.59
202401,2024-01-01,82,3,68,20,12,32212.28
202401,2024-01-01,83,3,68,25,18,27826.28
202401,2024-01-01,84,3,79,20,15,34384.75
202401,2024-01-01,85,3,93,25,12,17593.74
202401,2024-01-01,86,3,58,35,15,33173.1
202401,2024-01-01,87,3,58,35,12,26819.2
202401,2024-01-01,88,3,99,20,15,15348.96
202401,2024-01-01,89,3,69,20,10,10058.82
202401,2024-01-01,90,3,64,35,12,22990.72
202401,2024-01-01,91,3,44,20,15,19986.12
202401,2024-01-01,92,3,70,35,15,28487.2
202401,2024-01-01,93,3,87,20,15,28548.18
202401,2024-01-01,94,3,61,35,18,21753.21
202401,2024-01-01,95,3,82,25,15,14489.4
202401,2024-01-01,96,3,57,35,18,10518.21
202401,2024-01-01,97,3,67,25,18,25999.35
202401,2024-01-01,98,3,97,20,15,31135.06
202401,2024-01-01,99,3,109,25,10,45069.32
202401,2024-01-01,100,3,72,20,15,26520.48
202401,2024-01-01,1,4,44,25,18,9075.88
202401,2024-01-01,2,4,55,25,18,23570.8
202401,2024-01-01,3,4,58,30,15,21360.82
202401,2024-01-01,4,4,75,20,10,27524.25
202401,2024-01-01,5,4,27,20,15,14382.36
202401,2024-01-01,6,4,11,35,15,2499.53
202401,2024-01-01,7,4,46,30,10,9192.64
202401,2024-01-01,8,4,30,25,10,9290.4
202401,2024-01-01,9,4,39,25,18,4202.64
202401,2024-01-01,10,4,61,35,18,27593.35
202401,2024-01-01,11,4,33,20,10,17502.54
202401,2024-01-01,12,4,61,20,15,4274.88
202401,2024-01-01,13,4,27,20,15,3781.35
202401,2024-01-01,14,4,65,35,10,5674.5
202401,2024-01-01,15,4,56,30,18,23492.56
202401,2024-01-01,16,4,31,35,10,8237.94
202401,2024-01-01,17,4,78,25,12,4703.4
202401,2024-01-01,18,4,57,35,12,23336.37
202401,2024-01-01,19,4,27,25,15,6562.62
202401,2024-01-01,20,4,35,30,15,22196.65
202401,2024-01-01,21,4,73,35,12,29351.11
202401,2024-01-01,22,4,40,20,12,3307.6
202401,2024-01-01,23,4,76,35,15,47628.44
202401,2024-01-01,24,4,30,35,15,7613.4
202401,2024-01-01,25,4,18,35,10,8730.54
202401,2024-01-01,26,4,54,30,15,10652.58
202401,2024-01-01,27,4,53,25,18,18519.26
202401,2024-01-01,28,4,52,25,18,29672.24
202401,2024-01-01,29,4,58,20,12,3714.32
202401,2024-01-01,30,4,65,30,10,31016.05
202401,2024-01-01,31,4,40,35,15,3726.8
202401,2024-01-01,32,4,59,35,15,11437.74
202401,2024-01-01,33,4,54,35,15,31612.68
202401,2024-01-01,34,4,43,35,12,17052.51
202401,2024-01-01,35,4,56,30,15,14842.8
202401,2024-01-01,36,4,63,25,18,8642.34
202401,2024-01-01,37,4,51,30,12,14138.22
202401,2024-01-01,38,4,24,35,15,4156.08
202401,2024-01-01,39,4,57,30,18,15830.61
202401,2024-01-01,40,4,64,25,15,22199.68
202401,2024-01-01,41,4,83,35,15,12863.34
202401,2024-01-01,42,4,87,35,15,6986.1
202401,2024-01-01,43,4,73,20,12,20777.26
202401,2024-01-01,44,4,99,25,10,6168.69
202401,2024-01-01,45,4,76,35,12,9915.72
202401,2024-01-01,46,4,83,35,15,10153.39
202401,2024-01-01,47,4,92,20,18,48890.64
202401,2024-01-01,48,4,60,35,12,23174.4
202401,2024-01-01,49,4,78,30,12,47087.82
202401,2024-01-01,50,4,79,30,12,20227.95
202401,2024-01-01,51,4,88,35,18,8026.48
202401,2024-01-01,52,4,100,20,18,59031.0
202401,2024-01-01,53,4,44,35,18,19431.28
202401,2024-01-01,54,4,25,35,10,2492.25
202401,2024-01-01,55,4,85,30,10,30243.0
202401,2024-01-01,56,4,64,20,12,21803.52
202401,2024-01-01,57,4,51,30,12,23278.95
202401,2024-01-01,58,4,53,20,18,19787.02
202401,2024-01-01,59,4,60,30,18,6205.2
202401,2024-01-01,60,4,30,20,10,10514.4
202401,2024-01-01,61,4,85,20,15,40046.9
202401,2024-01-01,62,4,63,25,12,9317.07
202401,2024-01-01,63,4,62,35,15,19877.2
202401,2024-01-01,64,4,82,35,18,26969.8
202401,2024-01-01,65,4,88,25,15,28010.4
202401,2024-01-01,66,4,33,20,18,19191.48
202401,2024-01-01,67,4,81,20,15,10111.23
202401,2024-01-01,68,4,89,35,10,38068.86
202401,2024-01-01,69,4,82,20,12,32565.48
202401,2024-01-01,70,4,82,30,15,37568.3
202401,2024-01-01,71,4,52,30,18,19249.36
202401,2024-01-01,72,4,80,25,18,29321.6
202401,2024-01-01,73,4,46,30,18,12424.14
202401,2024-01-01,74,4,112,20,18,46939.2
202401,2024-01-01,75,4,79,35,15,13878.72
202401,2024-01-01,76,4,112,20,15,49007.84
202401,2024-01-01,77,4,58,20,10,5813.34
202401,2024-01-01,78,4,80,20,15,29197.6
202401,2024-01-01,79,4,41,20,12,8661.66
202401,2024-01-01,80,4,78,25,12,35498.58
202401,2024-01-01,81,4,80,25,15,17784.8
202401,2024-01-01,82,4,77,35,18,36475.67
202401,2024-01-01,83,4,78,25,18,31918.38
202401,2024-01-01,84,4,64,25,12,27856.0
202401,2024-01-01,85,4,54,35,18,10215.72
202401,2024-01-01,86,4,77,20,12,44040.15
202401,2024-01-01,87,4,53,35,18,24507.2
202401,2024-01-01,88,4,82,35,10,12713.28
202401,2024-01-01,89,4,55,25,12,8017.9
202401,2024-01-01,90,4,79,30,10,28379.17
202401,2024-01-01,91,4,84,20,12,38155.32
202401,2024-01-01,92,4,74,30,15,30115.04
202401,2024-01-01,93,4,53,25,18,17391.42
202401,2024-01-01,94,4,72,20,15,25675.92
202401,2024-01-01,95,4,85,35,15,15019.5
202401,2024-01-01,96,4,59,35,18,10887.27
202401,2024-01-01,97,4,91,20,15,35312.55
202401,2024-01-01,98,4,66,30,18,21184.68
202401,2024-01-01,99,4,82,25,15,33905.36
202401,2024-01-01,100,4,84,20,12,30940.56
202401,2024-01-01,1,5,46,30,10,9488.42
202401,2024-01-01,2,5,52,25,15,22285.12
202401,2024-01-01,3,5,56,20,12,20624.24
202401,2024-01-01,4,5,61,30,12,22386.39
202401,2024-01-01,5,5,20,35,18,10653.6
202401,2024-01-01,6,5,89,25,18,20223.47
202401,2024-01-01,7,5,49,35,12,9792.16
202401,2024-01-01,8,5,55,35,12,17032.4
202401,2024-01-01,9,5,73,25,18,7866.48
202401,2024-01-01,10,5,30,30,12,13570.5
202401,2024-01-01,11,5,62,25,15,32883.56
202401,2024-01-01,12,5,62,35,10,4344.96
202401,2024-01-01,13,5,47,30,10,6582.35
202401,2024-01-01,14,5,49,35,12,4277.7
202401,2024-01-01,15,5,62,25,18,26009.62
202401,2024-01-01,16,5,46,35,18,12224.04
202401,2024-01-01,17,5,45,35,18,2713.5
202401,2024-01-01,18,5,47,35,18,19242.27
202401,2024-01-01,19,5,65,25,10,15798.9
202401,2024-01-01,20,5,46,20,12,29172.74
202401,2024-01-01,21,5,59,30,10,23722.13
202401,2024-01-01,22,5,54,30,12,4465.26
202401,2024-01-01,23,5,48,30,12,30081.12
202401,2024-01-01,24,5,42,35,18,10658.76
202401,2024-01-01,25,5,82,20,10,39772.46
202401,2024-01-01,26,5,65,30,15,12822.55
202401,2024-01-01,27,5,53,20,18,18519.26
202401,2024-01-01,28,5,25,25,18,14265.5
202401,2024-01-01,29,5,49,20,12,3137.96
202401,2024-01-01,30,5,62,30,10,29584.54
202401,2024-01-01,31,5,27,35,15,2515.59
202401,2024-01-01,32,5,36,30,10,6978.96
202401,2024-01-01,33,5,76,35,10,44491.92
202401,2024-01-01,34,5,82,25,12,32518.74
202401,2024-01-01,35,5,56,30,18,14842.8
202401,2024-01-01,36,5,33,25,12,4526.94
202401,2024-01-01,37,5,22,25,12,6098.84
202401,2024-01-01,38,5,56,20,15,9697.52
202401,2024-01-01,39,5,15,30,12,4165.95
202401,2024-01-01,40,5,59,30,15,20465.33
202401,2024-01-01,41,5,75,30,15,11623.5
202401,2024-01-01,42,5,36,20,12,2890.8
202401,2024-01-01,43,5,49,35,10,13946.38
202401,2024-01-01,44,5,78,30,12,4860.18
202401,2024-01-01,45,5,95,25,12,12394.65
202401,2024-01-01,46,5,87,25,15,10642.71
202401,2024-01-01,47,5,58,25,18,30822.36
202401,2024-01-01,48,5,80,35,12,30899.2
202401,2024-01-01,49,5,50,30,18,30184.5
202401,2024-01-01,50,5,106,35,18,27141.3
202401,2024-01-01,51,5,63,20,10,5746.23
202401,2024-01-01,52,5,72,35,15,42502.32
202401,2024-01-01,53,5,75,30,18,33121.5
202401,2024-01-01,54,5,72,35,15,7177.68
202401,2024-01-01,55,5,53,20,10,18857.4
202401,2024-01-01,56,5,82,35,15,27935.76
202401,2024-01-01,57,5,94,20,18,42906.3
202401,2024-01-01,58,5,60,25,18,22400.4
202401,2024-01-01,59,5,64,25,18,6618.88
202401,2024-01-01,60,5,72,30,15,25234.56
202401,2024-01-01,61,5,74,30,15,34864.36
202401,2024-01-01,62,5,39,25,18,5767.71
202401,2024-01-01,63,5,54,30,10,17312.4
202401,2024-01-01,64,5,54,20,10,17760.6
202401,2024-01-01,65,5,69,35,10,21962.7
202401,2024-01-01,66,5,77,20,12,44780.12
202401,2024-01-01,67,5,53,35,18,6615.99
202401,2024-01-01,68,5,91,20,18,38924.34
202401,2024-01-01,69,5,86,25,12,34154.04
202401,2024-01-01,70,5,88,30,12,40317.2
202401,2024-01-01,71,5,92,30,10,34056.56
202401,2024-01-01,72,5,85,30,15,31154.2
202401,2024-01-01,73,5,54,20,15,14584.86
202401,2024-01-01,74,5,57,25,10,23888.7
202401,2024-01-01,75,5,46,35,15,8081.28
202401,2024-01-01,76,5,68,25,18,29754.76
202401,2024-01-01,77,5,69,20,10,6915.87
202401,2024-01-01,78,5,88,20,12,32117.36
202401,2024-01-01,79,5,88,35,10,18590.88
202401,2024-01-01,80,5,59,25,12,26851.49
202401,2024-01-01,81,5,94,35,10,20897.14
202401,2024-01-01,82,5,75,20,15,35528.25
202401,2024-01-01,83,5,100,20,18,40921.0
202401,2024-01-01,84,5,85,25,18,36996.25
202401,2024-01-01,85,5,66,20,12,12485.88
202401,2024-01-01,86,5,65,35,10,37176.75
202401,2024-01-01,87,5,70,20,10,32368.0
202401,2024-01-01,88,5,81,30,15,12558.24
202401,2024-01-01,89,5,66,30,12,9621.48
202401,2024-01-01,90,5,30,35,12,10776.9
202401,2024-01-01,91,5,72,25,10,32704.56
202401,2024-01-01,92,5,105,20,12,42730.8
202401,2024-01-01,93,5,65,35,15,21329.1
202401,2024-01-01,94,5,53,25,12,18900.33
202401,2024-01-01,95,5,47,35,18,8304.9
202401,2024-01-01,96,5,59,25,10,10887.27
202401,2024-01-01,97,5,75,20,12,29103.75
202401,2024-01-01,98,5,69,20,18,22147.62
202401,2024-01-01,99,5,76,30,18,31424.48
202401,2024-01-01,100,5,55,30,12,20258.7
202401,2024-01-01,1,6,58,25,15,11963.66
202401,2024-01-01,2,6,64,20,12,27427.84
202401,2024-01-01,3,6,60,30,10,22097.4
202401,2024-01-01,4,6,25,30,12,9174.75
202401,2024-01-01,5,6,43,25,18,22905.24
202401,2024-01-01,6,6,90,30,10,20450.7
202401,2024-01-01,7,6,43,25,18,8593.12
202401,2024-01-01,8,6,33,35,10,10219.44
202401,2024-01-01,9,6,29,25,18,3125.04
202401,2024-01-01,10,6,31,20,10,14022.85
202401,2024-01-01,11,6,50,30,15,26519.0
202401,2024-01-01,12,6,53,25,18,3714.24
202401,2024-01-01,13,6,58,35,15,8122.9
202401,2024-01-01,14,6,57,25,18,4976.1
202401,2024-01-01,15,6,41,20,10,17199.91
202401,2024-01-01,16,6,25,20,10,6643.5
202401,2024-01-01,17,6,40,30,12,2412.0
202401,2024-01-01,18,6,48,20,10,19651.68
202401,2024-01-01,19,6,18,35,15,4375.08
202401,2024-01-01,20,6,49,35,18,31075.31
202401,2024-01-01,21,6,61,35,10,24526.27
202401,2024-01-01,22,6,79,25,15,6532.51
202401,2024-01-01,23,6,68,20,15,42614.92
202401,2024-01-01,24,6,58,20,12,14719.24
202401,2024-01-01,25,6,25,25,15,12125.75
202401,2024-01-01,26,6,80,35,10,15781.6
202401,2024-01-01,27,6,67,30,18,23411.14
202401,2024-01-01,28,6,66,25,10,37660.92
202401,2024-01-01,29,6,38,25,10,2433.52
202401,2024-01-01,30,6,95,35,10,45331.15
202401,2024-01-01,31,6,23,35,10,2142.91
202401,2024-01-01,32,6,36,30,12,6978.96
202401,2024-01-01,33,6,62,20,10,36296.04
202401,2024-01-01,34,6,53,25,10,21018.21
202401,2024-01-01,35,6,44,25,18,11662.2
202401,2024-01-01,36,6,50,30,15,6859.0
202401,2024-01-01,37,6,38,25,15,10534.36
202401,2024-01-01,38,6,72,25,15,12468.24
202401,2024-01-01,39,6,62,20,10,17219.26
202401,2024-01-01,40,6,39,30,18,13527.93
202401,2024-01-01,41,6,68,30,10,10538.64
202401,2024-01-01,42,6,68,30,10,5460.4
202401,2024-01-01,43,6,87,35,18,24761.94
202401,2024-01-01,44,6,87,30,10,5420.97
202401,2024-01-01,45,6,78,35,12,10176.66
202401,2024-01-01,46,6,100,30,12,12233.0
202401,2024-01-01,47,6,111,30,10,58987.62
202401,2024-01-01,48,6,93,20,12,35920.32
202401,2024-01-01,49,6,79,20,10,47691.51
202401,2024-01-01,50,6,84,20,12,21508.2
202401,2024-01-01,51,6,73,20,18,6658.33
202401,2024-01-01,52,6,50,30,18,29515.5
202401,2024-01-01,53,6,92,25,12,40629.04
202401,2024-01-01,54,6,77,20,18,7676.13
202401,2024-01-01,55,6,50,25,15,17790.0
